0.669684,0.919802,0.0266793,0,0,0,0,0.00191251,30.3885,2.26777,0.576473,0.250576,0,0.0003,0.000167422,1
0.0284337,3.82915,0.00481285,0,0.00433614,0.00124996,0.0400907,0.00183342,45.7249,4.41741,2.18355,0.0469912,0.00393261,0.0003,0.0164068,1
0.299619,5.41434,0.014779,0,0.00115568,0.0045038,0.599096,0.0171373,40.2636,3.54577,1.3998,0.521676,0.00103185,0.0003,0,1
0.0213479,0.0659833,0.00124869,0,0.0752775,0.122925,0,0.000667638,45.299,3.88732,0.0562354,0.93413,0.00468278,0.0003,0.00541434,1
0.120932,0.0487473,0.0052438,0,0,0.0061113,0,0,42.5348,1.75615,1.27855,0.552869,0.0024488,0.0003,0.000145265,1
0.146348,4.97716,0.00662988,0,0.00164986,0.00200065,0.00533286,0.000261633,44.4684,3.86979,0.318342,0.797044,0.00976647,0.0003,0.000166121,1
0.0173708,1.13844,0,0,0.387265,0.00903112,0,0.0178787,34.8446,2.72842,0.217263,0.365555,0.0044666,0.0003,0.000104965,1
0.0131571,1.30241,0.0301501,0,0.0291956,0.0160666,0,0.00183582,42.0748,0.77573,1.8042,0.0182207,0.0179417,0.0003,0.0707359,1
0.0277963,3.01245,0.187698,0,0,0.00270235,0,0.000308413,37.1124,0.584961,1.35282,0.00620557,0,0.0003,0,1
0.0543282,1.38342,0.0102966,0,0.00211513,0.0220888,0.00616047,0.0014577,47.8232,3.71679,1.66393,0.0607701,0,0.0003,0,1
0.0202709,1.99537,0.0242675,0,0.0163614,0,0,0.0805555,41.0555,2.50228,1.97653,0.0430323,0.0458632,0.0003,0.000142679,1
0.066955,0.019194,0,0,0.0102806,0.00732139,0.25605,0.0036366,46.4375,4.00243,0.0246703,0.0140208,0,0.0003,0.0153816,1
0.127802,4.20285,0.00670856,0,0,0,0,0.00508649,32.7005,3.23351,0.203445,0.0276837,0.261402,0.0003,0.0455249,1
0.0286112,8.25153,0,0,0,0.0994808,0.0686344,0.00033028,28.0838,2.10978,0.0503204,0.0648585,0.257037,0.0003,0.000361307,1
0.338585,3.1227,0,0,0.0462928,0,0.743705,0,42.3561,1.96816,0.652011,0.0183895,0.229762,0.0003,0.00690567,1
0.601889,3.6732,0.00124466,0,0.343371,0.00158699,0.013179,0,29.7081,1.96608,0.165352,0.736667,0.0116993,0.0003,0.00175512,1
0.851238,2.79593,0.0915967,0,0,0.0595769,0,0.0181973,40.4653,1.866,0.144705,0.456738,0.0178192,0.0003,0,1
0.0736859,0.122699,0.0325886,0,0.00469703,0.00314352,0.238957,0.00552842,39.1872,1.62673,0.025049,0.474506,0.200775,0.0003,0.0149134,1
0.476737,9.18828,0,0,0.984359,0.00528055,0.0260047,0.000194405,27.2951,2.54856,1.11822,0.906258,0.00489081,0.0003,0,1
0.312117,6.89701,0.0204418,0,0,0,0.00140168,0.00113527,36.451,2.92896,0.411602,0.878621,0.00179405,0.0003,0.000997043,1
0.041913,0.0107336,0,0,0,0.00174137,0.647496,0.0258266,26.0066,2.45574,1.0819,0.0355118,0,0.0003,0.0435304,1
0.0694334,2.87269,0.00208923,0,0.00985779,0.0689776,0.0169095,0.00201995,49.0274,0.925024,1.51329,0.106131,0.00160697,0.0003,0.000795003,1
0.209647,0.212312,0.00952002,0,0.00157044,0,0.0352854,0.00328733,24.5736,1.21169,0.884065,0.0350273,0.011462,0.0003,0.000677055,1
0.296881,3.35106,0.0166553,0,0,0.0088607,0.0224069,0.000186418,40.943,3.36546,0.00593606,0.830164,0.00520359,0.0003,0.0274764,1
0.589789,6.37851,0.128917,0,0,0.0247791,0,0.000140712,32.4837,0.839109,1.47103,0.0947614,0.00686871,0.0003,0.00196609,1
0.111199,2.05622,0,0,0.207169,0.00291739,0.0109031,0.00259214,41.4326,2.91838,1.81055,0.00542863,0.00332738,0.0003,0.0196894,1
0.0428328,5.98572,0.0156051,0,0.0343446,0.00193321,0,0,41.0109,2.24212,0.604427,0.775516,0,0.0003,0.0791074,1
0.0940507,5.35702,0,0,0.78866,0.00113675,0.055361,0.000266077,18.1624,1.66479,0.331316,0.773322,0.0162386,0.0003,0.000793226,1
0.354106,3.36562,0.366159,0,0,0,0.0696711,0.00139697,41.5904,2.57692,0.121781,0.75796,0.00736535,0.0003,0,1
0.0238662,1.7594,0,0,0.00163461,0.00225708,0.0117134,0,37.7967,3.3663,1.69415,0.0131627,0.0028316,0.0003,0.0012679,1
0.0827932,0.0254219,0.0236837,0,0.233147,0.0523205,0.187843,0.000168914,32.3108,0.520251,0.0164652,0.673492,0.00162621,0.0003,0.00155093,1
0.210313,3.98547,0.0102512,0,0.0057174,0,0.00116689,0.000336365,39.5731,3.74964,0.453009,0.616081,0.00659597,0.0003,0.000841311,1
0.0449323,3.6822,0.0122912,0,0.0340541,0.0164032,0.00405177,0.00119011,23.2408,1.88848,0.0777549,0.199864,0.00707137,0.0003,0.000152699,1
0.17128,6.48404,0.110882,0,0.00129612,0.00100985,0.00290524,0.00714492,36.2393,2.93245,0.0798207,0.551722,0.227227,0.0003,0.098699,1
0.578686,0.0343783,0.178513,0,0.354028,0.0028717,0.0588196,0.000734787,43.2083,1.77801,0.11636,0.2498,0.0414043,0.0003,0.00133929,1
0.28466,0.0378917,0.00177434,0,0.633052,0.0557661,0,0.00012428,46.5754,1.6524,0.615705,0.507731,0,0.0003,0,1
0.0165484,8.09807,0.00286943,0,0.219101,0.00173766,0.042813,0.0339426,21.7445,1.05847,0.735109,0.896677,0.0114407,0.0003,0.0016598,1
0.437161,0.0232669,0.0112361,0,0.0231198,0.106537,0.288281,0.000420036,48.0097,3.36265,0.166171,0.357934,0,0.0003,0.0158985,1
0.498954,2.0909,0.0101264,0,0,0,0.289266,0.0500003,46.9713,2.81333,0.277338,0.327992,0.0258042,0.0003,0.000106223,1
0.0152642,2.7152,0,0,0.00178963,0.0369112,0.0254565,0.000653681,44.9178,3.38272,2.0452,0.0178771,0,0.0003,0.0314204,1
0.317777,2.96177,0.00909879,0,0,0.00100886,0.310402,0,25.5824,2.38036,0.295917,0.243548,0.00627596,0.0003,0,1
0.0357562,0.0621444,0.0344437,0,0.00391543,0.00669546,0.601083,0.062945,24.1667,1.45442,0.927649,0.00744091,0.0840067,0.0003,0.00214534,1
0.016044,2.07149,0.00420757,0,0.00133163,0.0240934,0,0,48.3428,2.66851,2.32528,0.0212095,0,0.0003,0.000688809,1
0.0667975,3.64724,0.0164016,0,0,0.03617,0.00530648,0.00157979,46.923,1.72932,2.03131,0.0729356,0.00251702,0.0003,0.0195154,1
0.0105551,0.032473,0.0183215,0,0.00140943,0,0,0.000136043,25.0694,2.40333,1.05286,0.172486,0.0013092,0.0003,0.0072405,1
