id,K_D_gmax,KV3_1_gmax,KV2_FAST_gmax,KV1_4_gmax,KV4_2_gmax,K_M_gmax,SK_gmax,NA_T_AX_gmax,NA_T_SD_gmax,NA_P_gmax,CA_LVA_gmax,CA_HVA_gmax,IH_gmax,n_spikes,spike_freq,isi_skewness,cma_n_bursts,cma_burst
1522,0.580382,0.638547,0.00159858,0.0015972,0,0,0.000860383,30.5635,2.54342,1.46533,0.00207194,0,0.000884972,253,50.6,0.880054,0,0
1523,0.0160164,0.032141,0.0260241,0.256877,0,0.00469502,0,23.8863,1.15234,0.660823,0.0285278,0,0.00741222,168,33.6,-0.289779,0,0
1524,0.893761,4.52799,0.198725,0.00740999,0.00367695,0.00107981,0.0248453,29.5561,1.30901,1.30914,0.0172535,0,0.00602815,152,30.4,8.83227,2,1
1525,0.0768348,0.726007,0.00251056,0,0.00194624,0,0.00814101,47.3472,0.636545,2.22139,0.00805912,0.00711048,0.0769849,802,160.4,0.368694,0,0
1526,0.178742,0.135888,0,0.0027969,0.00408202,0,0.0272482,37.4322,0.518235,1.76108,0.194503,0.00113747,0.0577671,901,180.2,0.741475,0,0
1527,0.0104471,0.0381238,0.0108411,0.0248783,0.00289498,0.227785,0,41.5714,2.09504,0.813456,0.0342769,0.0115787,0.058277,662,132.4,6.13509,0,0
1528,0.164023,1.69861,0.135071,0.0753069,0.0098513,0.00756626,0,43.574,1.92816,2.12492,0.356127,0.00247395,0.0183238,142,28.4,-1.57745,0,0
1529,0.309096,6.46071,0.010516,0.0016942,0,0,0,41.8954,0.961126,2.07852,0.00198765,0.00596637,0.004563,432,86.4,-0.499639,0,0
1530,0.0145169,1.57635,0.00154759,0.00435503,0.0130231,0.0350608,0.000210969,31.2374,0.423637,1.0454,0.00383876,0.0166229,0.000577248,565,113,0.0662508,0,0
1531,0.655495,2.48126,0,0,0,0.0190104,0.0122764,17.6945,0.312368,0.559804,0.216843,0.0060892,0.000530649,719,143.8,0.515222,0,0
1532,0.02882,1.44165,0,0,0,0.0287367,0.000143524,28.4389,0.900304,0.46975,0.0631133,0.0417775,0.000781024,854,170.8,1.54216,0,0
1533,0.536301,0.0261198,0.0586136,0.0787127,0.101511,0.0124395,0.00802604,39.7629,1.62988,0.944227,0.0591497,0.00198562,0.000592984,115,23,-0.204353,0,0
1534,0.0928756,0.226063,0,0.00161912,0.191453,0.0014614,0.000160413,16.4474,0.946456,0.651608,0.0432552,0.0360274,0,152,30.4,0.0306507,0,0
1535,0.148699,0.259568,0.00443023,0.00232203,0,0.227244,0.00182514,36.9774,3.6955,1.31558,0.00285106,0.672874,0.000988264,348,69.6,2.75688,0,0
1536,0.0133857,0.0931261,0.00138547,0.00102834,0.00100734,0.41559,0.00737742,46.0677,1.03368,1.58189,0.430396,0.0358833,0.000309012,861,172.2,0.547987,1,1
1537,0.0315268,0.127318,0.0755613,0.124167,0.00101389,0,0.0383366,20.0571,1.25475,0.276417,0.00695616,0,0.000737389,184,36.8,0.0844575,0,0
1538,0.795323,0.294966,0.0242817,0.00119449,0.00517408,0.15046,0.000242934,45.3218,4.18851,1.65734,0.04614,0.209625,0,336,67.2,-0.638906,0,0
1539,0.0927401,1.58881,0.00112832,0.0176108,0.0870941,0,0.000152973,19.1906,1.25435,0.509241,0.00139187,0.0785347,0.0895817,534,106.8,0.330801,0,0
1540,0.0351738,2.46149,0.0136212,0.498625,0.0069272,0.0381314,0.0250489,42.0976,1.31244,2.00997,0.0404329,0.0734578,0.00501062,454,90.8,1.30424,0,0
1541,0.577288,1.9924,0,0.0305781,0,0.0293313,0,32.0433,1.62602,0.486049,0.0137397,0.00239108,0.057025,530,106,1.50328,0,0
1542,0.0598455,0.13021,0.00440783,0.323873,0.00235119,0,0.0941964,44.288,4.01905,1.66376,0.00280502,0.00930557,0,583,116.6,0.0410427,0,0
1543,0.0119241,0.123766,0.0901901,0.073412,0,0,0.055228,34.1488,1.92019,0.0991772,0.5641,0.081949,0,114,22.8,-6.64065,1,1
1544,0.182722,0.994578,0.00169681,0,0.00425784,0.00152883,0,16.2463,0.522553,0.653524,0.00198035,0.00301734,0,638,127.6,0.788184,0,0
1545,0.347398,0.14569,0.00758721,0.0317324,0.00184637,0,0.0488324,27.2064,2.24586,0.908104,0.00403692,0.00529287,0.000293031,537,107.4,1.62043,0,0
1546,0.0702776,4.47909,0.00383435,0.0035374,0.0012179,0.0795713,0,19.3147,1.71778,0.70899,0.0320561,0.299729,0.000141186,140,28,8.13115,4,1
1547,0.0505486,0.881739,0.0123081,0.0226405,0.16993,0.121624,0,39.1224,2.01957,0.32014,0.319268,0,0.000276468,143,28.6,1.03036,0,0
1548,0.0279748,0.366728,0.00179362,0.0045597,0.0160435,0.417496,0.020659,42.9053,1.00824,0.675057,0.0264631,0,0.00034593,309,61.8,inf,0,0
1549,0.187616,0.529729,0.0967351,0.228739,0.00742416,0.0180516,0,39.7618,1.75252,0.92143,0.001742,0.0270102,0.000425514,169,33.8,-0.412145,0,0
1550,0.526505,2.1023,0.0300983,0,0.00533668,0.0293821,0.0106212,15.8579,1.32378,0.571737,0.00236127,0.0140954,0.025942,340,68,0.1493,0,0
1551,0.0718065,7.67704,0.00999508,0.0014331,0.00345757,0,0.0319632,13.4259,1.25277,0.0926066,0.00128129,0,0,751,150.2,3.55474,0,0
1552,0.0425792,0.0239516,0,0.362913,0.0115982,0,0.00186212,46.4041,0.465242,0.411901,0.0336973,0.00405095,0,363,72.6,4.12855,0,0
1553,0.0535564,1.53025,0.00426022,0.120534,0.263359,0.0292074,0.00568542,17.623,0.732446,0.430499,0.00258109,0,0.0800963,157,31.4,0.0676779,0,0
1554,0.142453,0.156175,0.0182281,0,0.14979,0,0.0887742,18.6255,1.38859,0.112815,0.00746983,0.00204043,0.0688077,166,33.2,0.0900236,0,0
1555,0.184383,0.0510583,0.177793,0.0453508,0.0013175,0.0598321,0.00018992,17.5927,1.17964,0.246739,0.1855,0.160154,0,228,45.6,0.0909226,0,0
1556,0.0160968,1.0587,0.0105096,0,0.023319,0.267362,0.000720768,29.0254,1.44265,0.958897,0.0244943,0,0.0303429,492,98.4,0.254805,0,0
1557,0.0798547,0.998428,0,0.637266,0.00890294,0.00293698,0.000212617,34.179,1.14448,1.44473,0.0582535,0.0223679,0.000176242,550,110,-0.370168,0,0
1558,0.905087,0.757712,0,0.0042646,0.140127,0.00297508,0,48.1641,3.47838,0.961068,0.00276671,0,0,96,19.2,0.220645,0,0
1559,0.0787219,2.65186,0,0.108365,0,0,0.0103239,38.6035,2.59681,0.293884,0.225013,0,0,140,28,3.26559,7,1
1560,0.0120208,0.141186,0.0958469,0,0.0413472,0.168236,0.0193793,35.7531,2.23817,0.219442,0.0357149,0.190289,0.00757338,145,29,4.26135,0,0
1561,0.145263,6.13395,0.00185353,0.10534,0.0445964,0.0284153,0.0403,40.4422,1.27601,1.04478,0.00193769,0.238114,0.00762054,222,44.4,7.56526,6,1
1562,0.406309,1.13128,0,0.224378,0.0211238,0.0484195,0,21.59,0.55028,0.83295,0.557784,0.0580416,0.00308803,204,40.8,2.85139,0,0
1563,0.0438216,1.63488,0.103096,0.589762,0,0.0275847,0.0249613,48.1741,1.71564,2.11484,0.0493058,0.171754,0.00106929,167,33.4,6.35469,0,0
1564,0.0221848,0.12988,0.00661396,0.02929,0,0.0356951,0,35.5859,0.55009,1.17096,0.0822144,0.00964174,0,89,17.8,-0.884949,0,0
1565,0.0132197,0.0130357,0.0257664,0,0.0268911,0,0.000790694,10.8894,1.04539,0.491413,0.00350795,0.0113234,0.00122692,107,21.4,-5.10712,0,0
1566,0.150873,0.349043,0.00745009,0,0.013137,0,0,30.6378,3.05193,0.108384,0.070561,0.149659,0.000990555,326,65.2,-3.32276,0,0
1567,0.0157877,1.22393,0.0139603,0.612977,0.0388894,0.00262405,0,34.8835,1.61365,1.46881,0.00157044,0,0.0967536,413,82.6,-0.213588,0,0
1568,0.0368855,0.947234,0,0.0454542,0.00856811,0,0.000761982,24.7753,2.45538,0.146996,0.0231094,0.0158159,0,544,108.8,0.412854,0,0
1569,0.371864,0.780953,0,0.366642,0.0113276,0.00555844,0.00330491,47.3525,1.91881,2.22817,0.0535744,0.015678,0.00772318,418,83.6,-0.0829053,0,0
1570,0.651876,3.08094,0.0603852,0.119836,0.00626913,0,0.00049403,23.6841,1.04324,0.689018,0.00769704,0.00585526,0.000976557,44,8.8,3.30225,0,0
1571,0.13492,0.0227498,0.0402882,0,0,0.0398339,0.0100245,38.1017,0.514072,1.68114,0.157146,0.160673,0.0759468,103,20.6,0.987309,0,0
1572,0.27363,0.591829,0.00972967,0,0.335442,0.0140652,0.00698667,30.5465,1.38552,0.76331,0.407515,0.0126661,0,97,19.4,-0.28782,0,0
1573,0.0369763,0.0777556,0,0.00193495,0.0828331,0.103021,0.000624583,28.4907,1.8521,0.516881,0.52166,0,0,266,53.2,0.185364,0,0
1574,0.132842,0.385915,0,0.0174318,0.138724,0,0.0111652,30.6903,2.54936,0.0925405,0.00150145,0,0,236,47.2,-8.65439,0,0
1575,0.117384,0.894178,0.00880356,0,0.0724636,0,0.000238538,27.6577,1.78773,0.0728413,0.00399649,0.00754827,0.0730428,331,66.2,-9.94594,0,0
1576,0.0262772,0.0464396,0,0.0355432,0.00107618,0,0.000403058,16.1219,1.44718,0.661403,0.981009,0.00148086,0.0391011,223,44.6,-11.4361,0,0
1577,0.129104,3.07948,0.0352492,0.0164467,0.00198078,0.0421218,0.000178046,18.3213,1.17678,0.638921,0.0101185,0,0.0291344,364,72.8,15.9172,3,1
1578,0.0376276,1.60412,0,0,0,0.00226739,0.000324239,34.324,1.89813,0.102365,0.00624149,0.17265,0,718,143.6,0.67902,0,0
1579,0.0741835,0.809077,0,0.0111327,0.00715316,0.0168811,0,48.4325,3.04591,2.41675,0.00851007,0.00252853,0.00238697,494,98.8,-0.784004,0,0
1580,0.236719,1.47528,0.0340882,0.498976,0,0,0.00552748,32.9413,1.69455,1.43023,0.0284871,0.0232627,0.00391029,293,58.6,-0.103028,0,0
1581,0.026465,0.124463,0.165898,0,0,0,0.0165265,49.6874,4.86977,1.12874,0.00141186,0.0178697,0.000817217,115,23,-0.883745,0,0
1582,0.0245157,3.54456,0,0.00458698,0,0.130843,0,32.0905,2.15404,1.47798,0.0279914,0.0031119,0.00299815,433,86.6,0.469868,0,0
1583,0.0100567,7.8301,0,0.068534,0.00346329,0.00281006,0.00251444,26.3175,1.81951,0.915124,0.0408247,0.868844,0,721,144.2,-1.71774,0,0
1584,0.0123011,0.386181,0,0.301441,0.00251539,0.00107366,0.000168997,45.5029,3.65739,0.0326897,0.00151653,0,0,697,139.4,1.17479,0,0
1585,0.0220303,2.37187,0.041728,0,0.00796077,0.0212633,0.00696732,34.5591,0.621417,1.55406,0.0595451,0.00753689,0.000363904,345,69,0.121382,0,0
1586,0.201529,1.11897,0.0155643,0.00252583,0.00542081,0.0477181,0,21.2101,0.726318,0.889402,0.0086822,0.00334198,0,514,102.8,2.60457,0,0
1587,0.134576,0.0137603,0.012089,0,0,0.412587,0.000462202,42.8458,0.728216,0.367242,0.838451,0,0.00054884,285,57,-5.64218,0,0
1588,0.0246618,0.0135324,0.00139249,0.366536,0,0.00627036,0,22.9079,0.807939,0.283767,0.00298336,0.00568188,0,88,17.6,0.0745236,0,0
1589,0.403901,0.250831,0,0.0344318,0,0.0085114,0.0317049,39.0943,0.841143,1.06617,0.132797,0,0.000908078,93,18.6,-0.570298,0,0
1590,0.0349477,3.12121,0,0.40405,0.0113628,0.00230973,0,45.2182,4.35973,1.71556,0.14495,0.232452,0.0142071,529,105.8,2.85161,0,0
1591,0.0154062,1.11267,0,0.0311325,0.00702076,0.00133007,0.000375925,49.3525,2.83365,1.39861,0.330464,0,0.0226317,841,168.2,-1.46328,0,0
1592,0.0172455,7.48205,0.0175539,0,0,0.00322305,0.00307967,25.9914,2.5442,1.2551,0.00434047,0.019827,0,384,76.8,0.208861,0,0
1593,0.3195,3.78403,0,0.0851989,0,0.0229102,0.00088189,49.2628,4.4624,1.00357,0.356313,0.0511997,0,780,156,0.493081,0,0
1594,0.0912939,0.830031,0.00632387,0.0456946,0.147533,0.106622,0.0167097,40.7279,2.46538,2.01186,0.0056183,0.0094074,0.000598644,142,28.4,0.457612,0,0
1595,0.0859106,1.35606,0.00115075,0,0.0324826,0.00229296,0.00417791,33.8931,3.25619,0.884714,0.00856669,0.0517785,0.000171374,761,152.2,0.728196,0,0
1596,0.014605,0.102786,0.0477493,0.0665667,0.0389278,0.0383855,0.00714374,18.6787,1.6535,0.478584,0.00128363,0,0.00446946,234,46.8,0.321169,0,0
1597,0.39564,0.430992,0.00117646,0.0114096,0.0746627,0.135864,0.000106746,28.2968,2.42855,1.25363,0.357804,0.333799,0.000304384,327,65.4,-0.195858,0,0
1598,0.641821,0.15448,0.00813355,0.069157,0.0182779,0.0453701,0.0041393,11.349,1.13424,0.56073,0.0364386,0,0.000284486,159,31.8,-10.0167,0,0
1599,0.125897,2.46381,0,0.270072,0,0.0154858,0,16.2244,0.765142,0.75029,0.0445412,0.0472433,0.0791776,654,130.8,0.315627,0,0
1600,0.0290597,5.68799,0,0.00111983,0.00720982,0,0.00257268,41.9531,3.5669,1.75834,0.051336,0.0103435,0.0931221,658,131.6,-0.255517,0,0
1601,0.0230199,0.606103,0.00274198,0,0.266506,0.00163808,0.00121216,24.6772,1.98383,1.07618,0.0610925,0,0.0460296,135,27,-0.350841,0,0
1602,0.0597957,0.0923987,0.00584023,0.753254,0.00741114,0.144264,0.0114606,42.8899,2.40538,0.215012,0.149972,0,0.0422115,736,147.2,1.22596,0,0
1603,0.0980703,1.22789,0,0.279551,0.0683541,0.12771,0,46.8801,4.02509,1.19809,0.341496,0,0,350,70,0.932368,0,0
1604,0.0100835,0.22572,0,0.0446233,0.00549908,0.0351771,0.0134166,22.3254,1.76043,1.07487,0.00267468,0.0965561,0.00524964,221,44.2,5.16662,9,1
1605,0.166811,0.0415088,0.139098,0.196988,0.07078,0.0672367,0,16.0054,1.43701,0.305038,0.00105439,0,0.0897018,196,39.2,0.243819,0,0
1606,0.254711,0.0283238,0,0.0609417,0.00259926,0.0958143,0.0148301,44.95,1.89043,0.920125,0.0233555,0.00752274,0.0261154,748,149.6,0.32434,0,0
1607,0.24723,0.156857,0.132898,0.0116214,0.00405471,0.00105394,0.0373063,27.9901,2.53591,0.15976,0.120924,0,0.0567949,167,33.4,0.176623,0,0
1608,0.0129716,0.271571,0.0176506,0.32121,0.00489313,0.00359302,0.0164259,27.8723,2.54252,1.3759,0.0934797,0.00616084,0.0105485,401,80.2,1.10783,0,0
1609,0.146448,0.0136207,0.0032683,0.307832,0.00390747,0.0159574,0.0537894,22.6187,1.53309,0.19401,0.011092,0.00176366,0.015949,510,102,1.50663,0,0
1610,0.0373077,4.4073,0.075396,0.00377598,0.0125547,0.00237393,0.0133287,29.5502,2.87763,0.0475161,0.00213026,0.315622,0.000601841,370,74,2.27965,0,0
1611,0.0722995,0.478641,0,0,0.00417848,0.00926912,0.0088195,15.3053,1.37567,0.507063,0.0026667,0,0.000770936,414,82.8,0.180762,0,0
1612,0.450955,0.0128777,0.0867976,0.508246,0.0012887,0,0,45.492,0.498115,1.60027,0.25334,0,0,123,24.6,-8.28034,0,0
1613,0.344258,0.597643,0,0.00160924,0.012889,0.00420141,0,23.7921,1.6255,0.641522,0.229184,0.0567842,0.000462363,208,41.6,0.292276,0,0
1614,0.401468,1.04866,0.00118152,0.937654,0.00323361,0.00573926,0.00324972,32.6272,0.738444,1.38021,0.0777237,0.00734016,0.00260974,689,137.8,-0.291072,0,0
1615,0.0691615,0.312947,0.00171761,0.00275153,0,0,0.000297438,13.7543,0.58379,0.203979,0.00554915,0.0144852,0.000317306,756,151.2,0.422886,0,0
1616,0.0113138,0.198406,0.0278666,0.0247594,0.280595,0.0881556,0.000101085,27.2427,1.02279,0.556512,0.203524,0.00344378,0,94,18.8,0.0731943,0,0
1617,0.0132994,0.350773,0.0471207,0.00121039,0.0192747,0.313692,0,36.2332,3.31871,1.17473,0.0144845,0.377843,0.000117654,312,62.4,0.150393,0,0
1618,0.014257,0.381512,0,0.13029,0.194625,0.00901974,0.0094429,12.9094,1.0201,0.610271,0.276408,0.103465,0.00841538,75,15,5.45176,3,1
1619,0.424919,2.8462,0.0019883,0.00131771,0.0413209,0.037215,0.0127968,25.5752,1.95749,1.00084,0.00189345,0.241077,0.00734713,519,103.8,0.0431312,0,0
1620,0.0633634,0.562861,0.0259449,0.0246179,0,0.0430292,0,30.3092,2.95318,0.977088,0.00810506,0.0569275,0.00495219,381,76.2,-0.120044,0,0
1621,0.0187577,0.419458,0.0361589,0.0531852,0.029387,0,0,26.9869,1.36915,1.17955,0.0010483,0,0.0131012,291,58.2,-0.744302,0,0
1622,0.213391,0.0194388,0,0.00182786,0.0211786,0.128289,0.000156365,38.8604,3.13512,1.35979,0.604951,0.0228342,0,499,99.8,-0.103017,0,0
1623,0.0864004,1.87119,0.0052288,0.00109569,0,0.0249685,0.000254956,27.1021,0.800261,1.03647,0.617803,0.0403797,0.0001366,481,96.2,1.47208,2,1
1624,0.103459,0.0690409,0.0163657,0.0394647,0.00748758,0.111059,0,29.7505,2.50531,0.0889849,0.023992,0.00196685,0.000618512,368,73.6,0.179306,0,0
1625,0.0798006,0.0155934,0,0,0,0.0921208,0,35.1547,2.05157,0.280156,0.122829,0.122498,0.010685,533,106.6,0.29177,0,0
1626,0.095219,0.126887,0.770615,0.44872,0.0675691,0.0905194,0.0138293,48.3157,3.19754,1.84384,0.00394902,0,0.0224421,7,1.4,0.410578,0,0
1627,0.0270259,0.411606,0.00167617,0,0.00158886,0.00763183,0.000493746,29.0985,1.82299,0.487742,0.0325112,0.00310701,0,848,169.6,0.596208,0,0
1628,0.0233994,0.476215,0,0.0810398,0.0942007,0.0139608,0,12.5472,0.455791,0.503622,0.165941,0.00645325,0.000146044,145,29,0.299487,0,0
1629,0.0309262,0.0253054,0,0,0.00108753,0.0665722,0,33.6442,2.43592,1.5196,0.252808,0.0489562,0.0230014,131,26.2,-1.288,0,0
1630,0.148548,0.995817,0,0.435195,0.0301323,0.152859,0.0388978,40.8602,3.62384,0.729895,0.0432988,0.0447528,0,130,26,2.03263,0,0
1631,0.0902865,1.18651,0.0023714,0.00649191,0.0118732,0.0170652,0.000894303,47.8012,3.71629,0.658199,0.0235131,0.0052132,0.00320611,682,136.4,0.273967,0,0
1632,0.527771,2.99046,0.0125671,0.00220116,0,0.00123286,0.00552622,37.362,1.33775,0.714594,0.235012,0,0.0424038,518,103.6,0.424358,0,0
1633,0.0182431,0.0784338,0,0.0179344,0.00406915,0.048899,0.0144556,30.9785,0.503282,1.09414,0.00153125,0.0332879,0.0183096,369,73.8,-0.578557,0,0
1634,0.0113636,0.110623,0.00395281,0.142176,0.0140553,0,0.0519928,43.2554,2.64471,1.82972,0.500557,0.0682078,0.000290266,80,16,1.16587,0,0
1635,0.0478556,6.87977,0.0158253,0.00590433,0,0.00958664,0.000101792,47.3866,0.753426,1.15184,0.0857695,0.00236484,0.00192337,554,110.8,0.766441,0,0
1636,0.743146,0.11347,0,0,0.00485665,0,0.00133619,33.7524,2.1596,0.602273,0.490375,0.00168042,0,763,152.6,2.80355,0,0
1637,0.0328698,4.83285,0.0346481,0,0.00405792,0,0.0323694,30.9714,1.64157,0.693469,0.0135678,0.361771,0,380,76,8.77188,0,0
1638,0.406037,0.0929753,0.174417,0,0,0.0567006,0,33.782,2.03132,1.68474,0.00241246,0,0,136,27.2,-1.70739,0,0
1639,0.0208555,0.279492,0.0427758,0.267734,0.210055,0.014213,0.000714585,42.7215,1.20675,1.47324,0.12092,0.00408183,0,98,19.6,-0.903847,0,0
1640,0.0565346,0.038277,0.0644765,0.686807,0,0.0457548,0.0622247,44.6776,2.995,0.662467,0.0117512,0.0107545,0,165,33,0.496069,0,0
1641,0.0150174,0.0192293,0,0.0356432,0.00669716,0.049082,0.0727359,11.2176,1.06386,0.44105,0.347193,0.0112991,0.00103018,153,30.6,-0.0620785,0,0
1642,0.065163,3.90792,0.149815,0,0.00621807,0.00126351,0.0139636,47.7144,2.26833,0.934185,0.00234966,0.229613,0.000123633,179,35.8,-0.747776,0,0
1643,0.387989,1.82457,0,0,0.310638,0.0140156,0.000885496,41.4722,2.55583,0.869789,0.0851719,0.171947,0.0124723,146,29.2,-0.372233,0,0
1644,0.0126034,2.75313,0,0.0925319,0.00169653,0.0227004,0,15.4084,0.881858,0.348809,0.00308647,0.139963,0.0112649,306,61.2,0.145011,0,0
1645,0.0859882,0.521502,0.0231371,0.0203038,0.206533,0.113885,0.0158877,39.3203,1.40375,0.462278,0.00154014,0.0499425,0,125,25,0.0581881,0,0
1646,0.030981,0.0281855,0.0154248,0,0.00580016,0.0664781,0.000206129,30.6649,2.14259,1.20951,0.00140165,0.00584632,0.000271356,312,62.4,-0.307568,0,0
1647,0.0566575,0.239372,0.00301131,0.00121888,0.0510236,0.303262,0.000569684,31.3707,2.90976,0.689971,0.00119528,0,0.00584616,268,53.6,0.114404,0,0
1648,0.18919,0.0590341,0.0576429,0,0.171785,0.0322749,0,15.1573,0.624673,0.491168,0.0985138,0.134563,0.00361107,173,34.6,2.42318,0,0
1649,0.0419751,1.80456,0.00341552,0.00643537,0.0270573,0.0674374,0.00691952,15.9226,0.549253,0.60377,0.0448796,0.00644478,0.0871538,665,133,0.349177,0,0
1650,0.156416,3.97746,0.00223354,0,0.0131071,0.0757541,0.000538617,21.6683,1.38802,0.677192,0.0113781,0.104155,0,650,130,0.518558,0,0
1651,0.520889,2.51165,0.00165111,0.503531,0.00711976,0.0448275,0,41.7094,3.90072,0.838753,0.688982,0.00170057,0,1350,270,0.91119,0,0
1652,0.0487076,0.952162,0.00246973,0.11458,0.00495329,0,0,19.6728,0.955783,0.978338,0.765866,0.244566,0,63,12.6,1.56313,0,0
1653,0.310765,0.0711207,0.0135004,0,0,0,0.00439635,26.1845,0.976249,0.280177,0.166236,0.0735596,0.0149406,447,89.4,1.38014,0,0
1654,0.0504432,0.124774,0.00365551,0.0109786,0,0,0.040225,29.8767,2.656,1.33844,0.248193,0.00280362,0.000138354,497,99.4,1.21018,0,0
1655,0.518341,3.87204,0.00317615,0.712261,0,0.00131385,0.00167944,17.666,0.839297,0.458251,0.432857,0.0425557,0.0521455,1058,211.6,0.608701,0,0
1656,0.0266938,0.479451,0.00103812,0.660372,0.323547,0.00255421,0.00100106,48.6934,0.870356,0.516547,0.0190428,0.00632971,0.000131177,83,16.6,-0.039775,0,0
1657,0.0667378,0.0858388,0,0.0533449,0.0067384,0,0.0100497,13.084,0.886808,0.135259,0.218346,0,0.00131951,831,166.2,0.470294,0,0
1658,0.0472092,0.0120736,0,0.900782,0,0,0.00074137,41.9757,1.35109,1.99734,0.00149105,0.00933707,0.000462312,100,20,-0.57246,0,0
1659,0.0207152,0.321544,0,0.0311234,0,0.219245,0.00172765,28.1272,1.54112,0.183637,0.0154177,0.315152,0,271,54.2,-6.58828,0,0
1660,0.952015,0.314431,0,0.339151,0.0223942,0.0377958,0.00662898,40.1487,2.81996,0.267702,0.0604872,0.00136912,0.0878308,392,78.4,0.977611,0,0
1661,0.724261,0.0476321,0.00381229,0,0.0411171,0.00286643,0,34.4244,1.99272,0.533109,0.0183089,0.00214276,0.00682929,25,5,0.250107,0,0
1662,0.147682,1.91364,0.00221546,0.199077,0.00169463,0.0916712,0.0790395,24.4769,2.01628,0.749626,0.848807,0,0.000241815,52,10.4,3.10472,10,1
1663,0.0140576,0.436779,0.00138034,0.663004,0.00108118,0,0.0113806,36.7617,3.00707,0.724703,0.00127591,0,0,354,70.8,5.64249,13,1
1664,0.0240887,0.0612875,0.0722549,0.0338972,0,0,0,40.6725,2.41141,1.69029,0.0677294,0.00375414,0.00037361,82,16.4,3.81253,0,0
1665,0.0108292,9.79424,0.002653,0.299795,0.00875603,0.00404786,0.00357915,34.0731,2.2229,1.2622,0.00117277,0.0718396,0.0977381,682,136.4,0.2367,0,0
1666,0.0653163,2.84198,0.0415965,0.00384034,0.00100141,0.00112448,0.0295273,27.8666,0.853889,0.288708,0.00321385,0.00193402,0.00130988,338,67.6,0.25724,0,0
1667,0.203793,5.19001,0.00154643,0.0416013,0.00107463,0.0773768,0.0375736,22.6991,1.59987,0.719255,0.0415419,0,0.0344713,731,146.2,0.542074,0,0
1668,0.151682,0.0110673,0,0.342534,0.0130794,0.0114811,0.00470474,11.0153,0.554033,0.465557,0.179621,0.0819197,0.013333,183,36.6,-0.0199028,0,0
1669,0.0112926,0.17381,0.00382126,0,0.00781899,0.00617825,0,36.9254,1.44548,0.515103,0.0356382,0.00432427,0.0233654,739,147.8,3.64987,0,0
1670,0.100057,2.49512,0,0.0739954,0.0013548,0.340611,0.0032252,35.7941,3.01166,1.52251,0.00380843,0,0.000155015,119,23.8,9.95259,3,1
1671,0.0399127,1.24873,0,0.0415263,0,0,0,45.5712,3.81204,0.127556,0.00145945,0.00478501,0.000614619,351,70.2,5.98348,0,0
1672,0.0182008,0.587119,0,0.00323379,0.00163436,0.00592548,0.000428629,22.5242,1.7468,0.457751,0.0270646,0.00881552,0.000125239,740,148,2.1967,0,0
1673,0.159265,0.845762,0.0196956,0.641305,0.00126122,0.129545,0.00104524,48.3715,1.78022,0.8694,0.00379378,0.00503293,0.014337,450,90,0.429457,0,0
1674,0.0242568,0.167587,0,0,0.0128618,0.0846535,0.00724935,28.3446,1.69614,0.544284,0.527718,0.146084,0.0862476,267,53.4,0.169066,0,0
1675,0.401444,0.67092,0,0.00864716,0.00161243,0.00493555,0.000193944,13.4498,0.765639,0.331466,0.00251097,0.0592089,0.00130822,546,109.2,1.23054,0,0
1676,0.354313,0.0492088,0,0,0.0205841,0.069182,0.00418713,43.3086,1.44411,0.580052,0.27504,0,0.00559328,330,66,0.164639,0,0
1677,0.264552,0.330322,0.0139607,0.529628,0.359188,0.00103791,0.0362803,34.0374,1.72922,1.31889,0.00343393,0.00702867,0.0393236,91,18.2,-0.922746,0,0
1678,0.0374117,1.02381,0.0386526,0.00130647,0.0585854,0.00270173,0.00556446,49.4213,1.57827,1.85915,0.0643773,0.0110758,0.0976485,236,47.2,-1.36006,0,0
1679,0.228111,0.391603,0.0282596,0.00655584,0.0172997,0.0120272,0,46.1768,1.33704,0.455793,0.346368,0,0.000166911,376,75.2,1.10677,0,0
1680,0.0133511,5.50788,0.0119431,0.00321072,0.00214352,0,0.00140302,24.8264,1.575,0.434692,0.011952,0,0.00311033,110,22,5.55752,0,0
1681,0.0879731,0.0219806,0.0615424,0.390318,0.0694289,0.0730537,0.00205349,20.7802,1.78724,0.454757,0.0140561,0.142499,0.0324517,248,49.6,0.346339,0,0
1682,0.180889,0.171853,0.0038958,0,0.0627244,0.00115537,0.00500869,27.3789,1.592,0.693498,0.0126581,0.00257476,0.0563859,315,63,-0.103759,0,0
1683,0.0336188,0.951087,0.00349167,0.0684483,0,0.00335664,0,17.701,0.405853,0.870572,0.0261185,0.00280763,0.0616304,646,129.2,-0.119285,0,0
1684,0.291692,0.118222,0.110601,0,0.115135,0,0,42.9932,1.53887,0.20326,0.347479,0.0014231,0.000156747,110,22,0.0759616,0,0
1685,0.0471295,0.0107411,0.00889752,0,0.0134504,0.133709,0.00876253,18.812,1.7174,0.838858,0.106564,0.00630019,0,337,67.4,-0.444594,0,0
1686,0.0383517,0.655268,0.00116883,0.00674107,0.114295,0.254056,0.0272366,36.0582,1.68131,1.0758,0.0471345,0.0561508,0,98,19.6,4.96962,0,0
1687,0.160343,0.135728,0.00117854,0,0.0378028,0.114321,0.00212688,49.6597,2.16259,1.07345,0.0294613,0,0.000365377,514,102.8,0.0713996,0,0
