id,K_D_gmax,KV3_1_gmax,KV2_FAST_gmax,KV1_4_gmax,KV4_2_gmax,K_M_gmax,SK_gmax,NA_T_AX_gmax,NA_T_SD_gmax,NA_P_gmax,CA_LVA_gmax,CA_HVA_gmax,IH_gmax,n_spikes,spike_freq,isi_skewness,cma_n_bursts,cma_burst
13953,0.077197,0.0778441,0.0411465,0.107981,0.00749531,0.0913574,0,41.5621,3.15745,0.422227,0.0211768,0.00101083,0.00758161,230,46,0.218059,0,0
13954,0.0176544,2.5705,0.00113244,0.463897,0.089429,0.108265,0.00183361,32.212,2.9371,0.926053,0.0199587,0.00119925,0.00125805,190,38,0.140896,0,0
13955,0.0736404,6.49433,0.00203216,0.00311232,0,0.191691,0.00658872,29.9025,1.27662,1.06756,0.523093,0,0,1012,202.4,0.551345,0,0
13956,0.0359204,6.21779,0.0160034,0.567342,0.00445424,0.00426921,0.0224998,39.2867,0.674184,1.60614,0.00411073,0.0703224,0.0146378,437,87.4,-0.195658,0,0
13957,0.0243074,0.172521,0.00186089,0.00254879,0.269102,0.0291943,0.0632651,44.627,1.3376,2.04908,0.0828054,0.0383947,0.031925,111,22.2,-3.51202,0,0
13958,0.0325749,0.332628,0,0.729617,0,0.0108557,0,24.1319,1.9899,0.807934,0.00140901,0.0090149,0,116,23.2,-0.0870413,0,0
13959,0.146443,2.27388,0.0039728,0.00347923,0.0350426,0.00109879,0.0957686,33.1026,2.96284,0.402909,0.139436,0,0,448,89.6,0.466752,0,0
13960,0.0151074,0.444117,0,0.0611611,0,0.0206148,0.00263183,49.7237,1.69849,1.76531,0.387792,0,0,515,103,-7.23783,0,0
13961,0.169336,0.0355661,0.0184157,0.00229393,0.158137,0.0367849,0,29.0734,2.38441,1.36515,0.00247899,0,0,133,26.6,-0.805077,0,0
13962,0.0307964,0.872606,0.00160977,0.111203,0.00223786,0.0344341,0.00130893,15.7867,0.444642,0.153752,0.247397,0.00458679,0.000885877,916,183.2,0.745128,0,0
13963,0.0121668,0.0668348,0.00299351,0.0278717,0.0241585,0,0.00331598,46.359,4.37934,1.77235,0.00212416,0.00233391,0.00296595,399,79.8,0.149703,0,0
13964,0.0419755,1.90234,0,0,0.00463137,0.00582377,0.00230676,21.7398,0.688631,0.642796,0.0881328,0.0157978,0.00013689,786,157.2,1.07333,0,0
13965,0.03236,3.56963,0.00194483,0.0127653,0.0406457,0,0.00017311,38.4648,3.05328,0.977438,0.0025423,0.00136059,0,301,60.2,0.129676,0,0
13966,0.350767,8.34806,0,0.00133162,0.0120012,0.00961324,0.00863419,47.5138,4.47854,0.862234,0.0103011,0.0150906,0.000146688,434,86.8,0.589809,0,0
13967,0.267499,0.352609,0.00198932,0.0628643,0,0.0500469,0.000651393,44.8417,3.8133,0.950991,0.298504,0.0709625,0.0106994,739,147.8,-0.0439907,0,0
13968,0.383139,5.13557,0.0128315,0.303288,0.120844,0.0536686,0.0112427,45.1395,2.46911,1.4921,0.156906,0,0.020799,249,49.8,-0.425729,0,0
13969,0.0822295,0.438044,0.0488875,0.433085,0.00482361,0.0085971,0.000118608,37.0245,3.02589,0.790504,0.00109796,0.00641465,0.0280542,229,45.8,-0.00547484,0,0
13970,0.218385,1.49527,0.057208,0,0.049562,0.00526568,0,42.1812,3.52044,0.642433,0.00140623,0.00531239,0.03023,212,42.4,0.340145,0,0
13971,0.0248736,0.400565,0,0.0096457,0.0227753,0.00818562,0,35.5107,1.98528,0.00175215,0.0916484,0,0.000282186,178,35.6,0.091742,0,0
13972,0.0206299,0.0846024,0.0440776,0.404097,0.158427,0,0.000474048,41.7461,3.66174,0.94404,0.0988192,0,0,116,23.2,-0.748104,0,0
13973,0.16918,0.0186812,0,0,0.00286886,0.0964022,0.000146309,49.1915,1.33017,1.45317,0.77285,0.00102556,0.0481602,465,93,-0.00970367,0,0
13974,0.117678,0.014246,0,0,0.00364132,0,0,19.3501,1.16964,0.725516,0.00877313,0.0030765,0.00277172,163,32.6,-0.116201,0,0
13975,0.252211,0.0121133,0.0218238,0.0217676,0.00319243,0.0799855,0,12.247,1.01213,0.522693,0.00580954,0.00353861,0,176,35.2,-2.28041,0,0
13976,0.011802,1.03447,0.00139463,0.206956,0.0013954,0.0891471,0,12.3667,1.07167,0.181735,0.195944,0.0122825,0.00788286,990,198,0.893559,0,0
13977,0.280725,1.18118,0,0.10234,0.0823917,0.00211485,0,43.0822,4.07303,1.02586,0.0034314,0.121923,0,341,68.2,-0.473806,0,0
13978,0.0110027,3.7708,0.0181269,0.0785764,0.00272411,0,0.0525654,16.9768,1.44938,0.68279,0.00356418,0.140847,0,153,30.6,4.2574,7,1
13979,0.368515,1.06689,0.0149422,0.131676,0.00439412,0.117951,0.00551481,41.671,1.80423,1.09525,0.00117126,0,0.0225914,475,95,-0.323195,0,0
13980,0.0116241,0.898277,0,0.921577,0.0373749,0.0179725,0,28.0598,2.6775,0.152541,0.00252604,0.0221555,0.000681431,248,49.6,0.112668,0,0
13981,0.0573528,4.75674,0,0.065119,0.0159173,0,0.00278534,43.1674,4.17564,2.02698,0.00983643,0.00792249,0.000130159,196,39.2,-0.513464,0,0
13982,0.0267667,0.0183606,0.0152465,0.00292498,0.0579903,0.0611681,0.00264284,17.0114,0.270406,0.746418,0.0217701,0.0029843,0.000137363,173,34.6,1.03398,0,0
13983,0.132815,0.0227028,0,0,0,0.15369,0.0287352,19.1063,0.333434,0.32272,0.0857168,0.0044062,0,242,48.4,-1.10083,0,0
13984,0.0735602,3.91411,0.00424508,0.122476,0.00153178,0.0298185,0,48.8971,2.86573,0.422375,0.0306105,0,0.000493126,648,129.6,1.64268,0,0
13985,0.0295825,0.859948,0.165964,0,0.0263621,0.206452,0,26.9949,0.93165,0.383432,0.0113055,0.460807,0,261,52.2,-0.862297,0,0
13986,0.47837,5.16216,0.0067381,0.0951353,0.0571594,0.0120935,0.0565972,47.2876,3.09216,0.475571,0.00121414,0.181549,0.0554592,228,45.6,5.77089,9,1
13987,0.276512,0.0149727,0.0704047,0.122631,0.0169932,0.0269932,0.000192583,13.0075,1.23476,0.203612,0.459604,0.00317849,0.000436409,64,12.8,-3.18238,0,0
13988,0.0545574,1.32071,0.00309502,0,0.0206212,0.0423692,0.0295603,21.7767,0.673019,0.678771,0.00931126,0.109559,0.0106273,432,86.4,4.05947,0,0
13989,0.0755325,0.428751,0.160361,0.173653,0,0.0905825,0.010302,46.7316,2.94365,1.08653,0.117606,0.164968,0.000133903,152,30.4,-0.476644,0,0
13990,0.0722334,0.593601,0.0758464,0.0494921,0,0,0.0179389,33.2852,2.28292,0.0906757,0.0536186,0.0351867,0.00201227,244,48.8,-2.51479,0,0
13991,0.196663,1.60108,0.111991,0.022176,0.00174983,0,0,38.7544,2.43999,0.204066,0.0204084,0.0102235,0.0607795,292,58.4,0.798781,0,0
13992,0.289139,0.247641,0,0.0110723,0.00203341,0.0116418,0.000221029,31.3333,1.85745,0.650589,0.00456217,0.00387713,0.00144725,170,34,1.86195,0,0
13993,0.539897,3.50442,0.0014147,0.304943,0.00432439,0.0052732,0.000630505,13.2697,0.865897,0.571591,0.00314422,0.00462661,0.000407567,520,104,0.352665,0,0
13994,0.0538398,0.0468717,0.013913,0.0666284,0.23555,0.0601409,0.00261823,35.519,0.917541,0.729684,0.0606325,0.0412506,0.00014913,120,24,0.393493,0,0
13995,0.950885,0.944004,0.0109009,0,0.00129645,0.00266765,0.0316432,11.7519,0.792622,0.122082,0.0318019,0.00149029,0.00976777,460,92,0.55047,0,0
13996,0.166099,1.81788,0.00543858,0.00308292,0.0309731,0.0100784,0,35.0858,1.39553,1.22638,0.0165968,0.0795395,0.00068475,411,82.2,1.88988,0,0
13997,0.923855,0.435705,0.0177851,0,0.0239487,0.00132459,0.0035982,49.5028,2.58724,1.37838,0.00330223,0.0436563,0.0876822,555,111,-0.025762,0,0
13998,0.0974366,1.81215,0,0,0.0380452,0.0241288,0.00356302,49.0716,3.32362,0.329359,0.915007,0.155747,0.000138929,1410,282,0.630359,2,1
13999,0.0989569,3.04288,0,0.0316302,0.0216624,0,0.00295298,44.1367,1.3722,1.63291,0.167151,0.116978,0.00623485,724,144.8,-0.529889,0,0
14000,0.146384,1.66685,0.07662,0,0.00175691,0.018776,0.00381845,35.2488,0.956407,1.7512,0.00414769,0.0109351,0.0352574,245,49,-1.01109,0,0
14001,0.368803,0.0993036,0.0743487,0.00903553,0.0540455,0,0.00429483,15.6956,1.06301,0.318259,0.0280759,0.045158,0.000115026,220,44,0.794814,0,0
14002,0.614607,0.0140717,0.00263565,0.00601161,0.00125835,0,0.00176975,45.0033,2.88665,0.66184,0.0034394,0.00501125,0,796,159.2,0.650423,0,0
14003,0.102008,0.0202003,0.0325253,0.0443672,0.00407046,0.0141947,0.00030122,34.3507,2.00265,0.426525,0.256288,0,0.0213609,254,50.8,0.105461,0,0
14004,0.0916215,0.032211,0.0957143,0,0.00329115,0.0525247,0.088422,26.5946,0.49251,0.331645,0.0236784,0.0171258,0.00424018,192,38.4,0.422948,0,0
14005,0.147428,1.45346,0,0.00124388,0.00250255,0.0249192,0.00503109,42.5937,3.05373,1.66417,0.0370543,0.071409,0.0942344,276,55.2,-0.847687,0,0
14006,0.74052,0.021228,0.00268115,0,0.00152344,0.204009,0.000610728,29.1401,2.16781,1.38838,0.00247472,0.0384494,0,747,149.4,0.290908,0,0
14007,0.200123,0.0943503,0.00723499,0.0112048,0.00315388,0.0399784,0.00138246,19.9217,1.92569,0.164109,0.377744,0.0554141,0,523,104.6,1.83266,0,0
14008,0.0140901,0.507367,0.0105447,0,0.178525,0.150704,0.000434657,20.735,0.650751,0.789671,0.076558,0.00699444,0.0361731,122,24.4,0.106563,0,0
14009,0.58334,1.65747,0.00414397,0,0.0720362,0.0263634,0,31.7426,2.22358,0.64639,0.767635,0.298137,0.00622676,694,138.8,0.475203,2,1
14010,0.129974,0.83221,0.0261185,0.0696285,0,0.0459303,0.00150546,45.954,0.728514,0.857679,0.0022808,0.0126033,0.0198971,135,27,-0.248225,0,0
14011,0.388903,2.08721,0.0191893,0,0.112806,0.00749116,0.000718385,29.0887,1.52807,0.631529,0.00101032,0.0139507,0.00211924,135,27,0.0671941,0,0
14012,0.672088,0.0244289,0.0155943,0,0,0.109547,0.000405458,46.1663,3.21811,1.20896,0.190746,0.015115,0.000200969,139,27.8,0.0434522,0,0
14013,0.0652787,0.535593,0.00272458,0.249432,0.0770168,0.0426215,0.000167793,49.6485,3.51759,0.442643,0.00631527,0.0665201,0.0148961,535,107,1.30334,0,0
14014,0.019299,3.39064,0.0474092,0.122355,0,0.00286153,0.000273462,11.8131,0.633351,0.477869,0.0127283,0.0051864,0.0104859,366,73.2,0.303469,0,0
14015,0.108264,0.607528,0,0,0.00137803,0.295008,0.000118255,33.9743,2.84857,1.21672,0.310508,0.00414253,0.000118359,138,27.6,5.94755,0,0
14016,0.076607,0.0327009,0,0.042515,0,0.180052,0.00426958,15.5699,0.243577,0.472089,0.123352,0.0051754,0,213,42.6,-4.39621,0,0
14017,0.0650825,0.0329811,0,0.00397469,0.00464149,0.292504,0.00411008,27.0238,0.699023,1.22645,0.00870702,0.00458177,0.0140436,296,59.2,10.8739,4,1
14018,0.0726938,0.037598,0,0.0715465,0.00120742,0.0259504,0,38.129,2.088,0.0194309,0.616217,0.00481868,0.000157271,607,121.4,3.6025,0,0
14019,0.0736896,0.0146774,0,0.00166661,0.00189088,0.0846716,0.0484244,43.5011,0.802766,1.81324,0.351495,0.0109431,0.000692657,361,72.2,-1.73674,0,0
14020,0.0384906,4.20553,0.00442578,0,0.0472185,0.00542223,0.0110984,43.588,4.13753,0.915761,0.00208095,0,0.0146797,335,67,0.233154,0,0
14021,0.0153596,0.845844,0.0399469,0.0420781,0,0.0382796,0.000569325,21.212,2.01907,0.802761,0.0125157,0.00281243,0.0104609,201,40.2,-0.0310801,0,0
14022,0.619925,0.155482,0,0.00527312,0.00199849,0,0.000674627,44.8712,2.05827,0.767558,0.0146537,0,0.0865769,938,187.6,0.984149,0,0
14023,0.021917,0.471522,0.024567,0.00537326,0.00210188,0.00403342,0.000230399,47.9657,3.17402,2.32962,0.0013089,0.0276374,0.00131481,431,86.2,3.25303,0,0
14024,0.0106132,0.961538,0.00114857,0,0.0033672,0,0,46.5917,2.79771,0.279454,0.0393451,0.00304544,0,866,173.2,0.38959,0,0
14025,0.040661,0.0196173,0.00204057,0.00476285,0,0.479469,0.000217169,38.5269,0.871585,1.83827,0.0213456,0.0238688,0,810,162,0.356867,0,0
14026,0.0147291,0.249477,0.00401859,0,0.00320236,0.00125446,0.0535893,31.4349,2.76641,0.432566,0.00115346,0.00586062,0.000255809,707,141.4,1.30707,0,0
14027,0.0748919,0.0169174,0.0120773,0.166711,0.0247734,0,0,28.1968,0.356206,0.566832,0.0193822,0.141627,0,455,91,0.591154,0,0
14028,0.0202984,0.0146775,0.0059907,0.332383,0.00122395,0,0.0560128,43.9301,0.995593,1.96272,0.00812271,0.0123238,0.0150502,711,142.2,0.321463,0,0
14029,0.251852,0.30958,0,0,0.0300183,0.0664748,0.0111617,49.122,1.97559,1.2726,0.872406,0.0336713,0.000150775,108,21.6,-1.21381,0,0
14030,0.0434198,0.0179093,0.00292389,0.183414,0,0.0949864,0.00429907,48.5782,3.93083,0.591841,0.620183,0.0227738,0.011511,753,150.6,0.365022,0,0
14031,0.301792,1.14623,0.170755,0.313613,0.00234974,0.00204372,0.00194115,31.141,1.46721,0.851949,0.0300743,0.00487866,0,162,32.4,0.209366,0,0
14032,0.388282,5.00304,0.0180679,0.00976818,0.00934262,0,0,15.4947,1.01775,0.310053,0.00357268,0.188663,0.048167,87,17.4,0.431032,0,0
14033,0.317119,0.144873,0.079714,0.0242858,0,0.00595595,0.000101465,20.3737,1.53978,0.0899626,0.00509655,0.00187037,0.020519,177,35.4,0.0898589,0,0
14034,0.10057,0.329402,0.0191964,0.00245552,0.0350007,0.00738129,0.000109513,30.7708,2.24735,0.270635,0.239458,0.00392043,0.00310323,330,66,0.731329,0,0
14035,0.425986,0.0966654,0.00353352,0.00427922,0.0024427,0.0352724,0.0100004,33.2171,0.473409,1.28459,0.00829204,0.00294831,0.00194755,370,74,-1.31753,0,0
14036,0.0373524,0.244352,0.11797,0.0028023,0,0,0.0003406,29.0117,0.771622,0.82053,0.0807885,0.00219227,0.00336398,156,31.2,-0.460523,0,0
14037,0.0498437,0.325514,0,0.169327,0.00306834,0,0.000295592,31.2468,1.5515,0.83221,0.0261526,0.00405344,0.000242127,128,25.6,-0.102793,0,0
14038,0.52722,0.229321,0.114233,0.116285,0.0108401,0.0431725,0.00106511,40.9893,2.91537,0.566729,0.0124483,0.00244373,0,152,30.4,0.131787,0,0
14039,0.0543684,0.230874,0.0137117,0.00105295,0.00287649,0,0.0267591,17.6668,1.61092,0.166963,0.0988163,0.00587909,0.00244034,500,100,2.34695,0,0
14040,0.80093,0.0320603,0.0710187,0.00132505,0,0.00704393,0.00142472,27.4541,2.34401,0.945137,0.0175821,0.00389775,0.0265083,186,37.2,0.239389,0,0
14041,0.0160262,0.516995,0.0848483,0.496222,0.0260436,0.00188176,0.00246907,41.5544,2.51287,0.803398,0.365481,0.00448757,0.00289244,150,30,-0.551497,0,0
14042,0.303914,0.0872889,0.00219477,0,0.400015,0.0606102,0.000173454,44.473,3.52602,0.959691,0.577479,0.0333116,0.0753124,117,23.4,0.126075,0,0
14043,0.0194257,1.53125,0.00232027,0.00713934,0.0258551,0.0204866,0.00094455,30.766,2.05465,0.740769,0.037173,0.0665359,0.0202664,864,172.8,1.49022,0,0
14044,0.0860138,2.18776,0.0415651,0.0837944,0.00785081,0.00513519,0.0683539,14.0533,0.430637,0.674164,0.0057689,0.00166427,0,366,73.2,0.264062,0,0
14045,0.111447,0.028434,0.11546,0.0103454,0.443639,0.057154,0.00712752,45.765,3.69305,0.493248,0.46617,0.00114585,0.0800625,104,20.8,0.0727885,0,0
14046,0.256174,0.117088,0.00879727,0.146177,0.00659391,0.207962,0.000854235,28.8996,1.85371,0.838238,0.495172,0.152489,0.00014176,544,108.8,0.237275,0,0
14047,0.378635,2.58736,0.0679098,0,0.00396845,0.321966,0.00357224,49.8263,1.13381,1.98176,0.00554294,0.584379,0.00218778,210,42,0.413327,0,0
14048,0.0122445,0.123538,0.00484484,0.298133,0.0122535,0.0672827,0.000577087,20.0239,0.929761,0.163404,0.0387452,0.0459171,0.000227086,682,136.4,0.374294,0,0
14049,0.0506404,0.0369846,0.00134143,0.00367137,0,0.269033,0.00176454,48.238,3.28399,1.62704,0.00304005,0.00158181,0.000725265,753,150.6,0.126975,0,0
14050,0.406074,0.0222661,0,0.00203753,0.0018132,0.276766,0.000203663,41.3999,0.444539,0.675482,0.0815905,0.0339051,0.000230266,266,53.2,-3.43917,0,0
14051,0.0177538,0.574537,0.0531482,0.269817,0,0,0.000381697,40.3872,3.63178,0.521386,0.00273881,0.00767487,0,194,38.8,0.0844036,0,0
14052,0.0739486,2.6273,0.00582899,0.512034,0,0.00246595,0.0511552,17.3683,1.29157,0.475431,0.0167364,0.105473,0.000144929,141,28.2,2.53429,0,0
14053,0.0250955,0.0679045,0,0.225186,0.00100961,0.00245418,0.000706049,12.3836,1.11258,0.0993969,0.00200493,0.0573973,0.00023913,245,49,0.100817,0,0
14054,0.0371424,0.0283029,0.0364556,0.194168,0,0.0341712,0.0434083,45.302,2.16615,1.31633,0.950882,0.00110726,0.00162947,132,26.4,-2.38624,0,0
14055,0.0238475,0.730167,0.0107186,0.0389019,0,0.00116132,0.0477909,13.4914,1.14916,0.350764,0.037744,0.0140327,0.00977687,544,108.8,0.287856,0,0
14056,0.124422,0.028219,0,0.00836464,0.00893976,0.0993829,0.000478797,34.6128,2.90786,1.45219,0.039492,0.146342,0.00273381,486,97.2,0.77091,0,0
14057,0.159614,0.378806,0.0151275,0.178801,0.0289463,0.186253,0,27.5445,2.67034,0.966571,0.0491812,0.00615391,0.0385624,330,66,0.445585,0,0
14058,0.0147642,0.0254935,0,0,0.00134794,0.0658848,0.0108626,38.0883,3.06623,1.31717,0.015853,0.0169271,0.0412619,350,70,-0.824451,0,0
14059,0.0134395,1.58597,0.00915452,0.0926518,0,0,0.0474093,43.6157,2.52442,0.546389,0.0685076,0.015067,0.0329434,144,28.8,0.0745906,0,0
14060,0.226949,3.17236,0,0.00166355,0.0211195,0,0.0279458,23.9765,2.23117,1.05727,0.00689204,0.120861,0.0214744,260,52,4.26524,0,0
14061,0.0274097,0.0147039,0.0490447,0.00809254,0.0876094,0.0722596,0.000111142,16.1919,0.247191,0.772417,0.204129,0.0180737,0.000258193,72,14.4,-0.872809,0,0
14062,0.0229402,1.01439,0,0.00619479,0.0125101,0.00760027,0.0144724,33.4301,1.63142,1.15605,0.022396,0.00102333,0.0408862,256,51.2,-0.255148,0,0
14063,0.023525,0.0292338,0.0496352,0,0.00106939,0.00169082,0,12.3451,1.12431,0.117147,0.054651,0,0.000485394,188,37.6,0.0866278,0,0
14064,0.115063,3.69887,0.0786631,0.0884434,0.00323601,0.00834407,0.0606557,35.607,2.62155,0.442341,0.0190835,0.06704,0.000569376,167,33.4,1.24731,0,0
14065,0.0125726,1.9665,0.0114581,0.0693606,0,0.00332005,0,27.0218,1.57377,0.864968,0.00703161,0.0411286,0,356,71.2,0.515707,0,0
14066,0.047455,1.00593,0.166961,0.316166,0.00982533,0,0,21.3144,0.334599,0.428798,0.0214976,0,0.0599587,230,46,0.104138,0,0
14067,0.0220719,0.880224,0.0182074,0,0.0015519,0.00293521,0.000291811,10.4643,0.757367,0.30348,0.0778851,0.0174046,0.000124133,566,113.2,0.449444,0,0
14068,0.031115,0.0152018,0.024336,0.176163,0.00463252,0.151826,0.00390743,19.4752,1.76477,0.292107,0.0210012,0,0.000880448,312,62.4,0.27365,0,0
14069,0.113847,4.11646,0.00784655,0.00408427,0.0622526,0.0827781,0.0066504,37.4824,2.05807,1.38768,0.00788087,0.0327501,0.000181613,229,45.8,0.414085,0,0
14070,0.425215,0.0209501,0,0,0.0766064,0.134752,0,46.8761,4.2392,1.1231,0.0102184,0.00355873,0.000383947,171,34.2,0.632542,0,0
14071,0.280682,1.34616,0.0126686,0.148807,0.00410889,0.0100561,0,12.3841,0.978701,0.362492,0.00674983,0.0191517,0.00195696,454,90.8,0.201622,0,0
14072,0.86884,2.3576,0.00627141,0.223538,0.0180507,0,0.000481355,49.1383,1.36687,0.776946,0.451974,0.0370191,0.000812081,1104,220.8,3.19802,0,0
14073,0.083774,2.18679,0.00214591,0.0561764,0.0261009,0.00654722,0.00414703,32.0356,2.40005,0.751509,0.00159075,0.0055603,0,442,88.4,0.183291,0,0
14074,0.0448088,9.71736,0.0133305,0.0937584,0,0.00965094,0.0157091,46.4636,2.71485,1.12928,0.903802,0.0264366,0.00212431,937,187.4,0.753229,0,0
14075,0.0924793,0.0275708,0.0267664,0.826633,0,0.00485636,0.000174258,13.3442,1.01468,0.198679,0.71511,0,0,254,50.8,-0.0317129,0,0
14076,0.0139736,4.04553,0.0673787,0,0.00561115,0.0103892,0.000527659,33.052,0.859,0.0151495,0.514586,0.0279254,0,992,198.4,5.75048,0,0
14077,0.084994,3.24459,0,0.046835,0.165757,0.345821,0.000833727,39.8558,1.19953,0.325687,0.316064,0,0,28,5.6,0.931464,0,0
14078,0.0100996,0.290435,0.00161146,0.0068375,0.00383668,0.00580636,0.00343645,23.6555,1.04319,0.401555,0.00335397,0,0.0220101,762,152.4,0.510561,0,0
14079,0.0341773,4.46652,0.00123751,0.132161,0.00444383,0,0.00430335,39.8459,3.33597,0.515089,0.00244983,0.0024458,0.0152906,660,132,0.330382,0,0
14080,0.57889,0.2206,0.00113879,0,0,0.0418494,0.013823,48.555,1.61453,0.119232,0.96972,0.105459,0,524,104.8,4.91897,0,0
14081,0.0986633,0.020518,0.0201063,0,0.0465254,0.286169,0,40.4937,0.540315,0.402108,0.0376638,0.00148666,0.0876619,320,64,inf,0,0
14082,0.0747987,0.195595,0,0.00596731,0,0.00472382,0.0157832,25.6562,1.0839,0.607875,0.36197,0,0.00660248,253,50.6,0.31107,0,0
14083,0.411405,0.0748952,0,0.00181333,0,0,0.000561473,17.3751,0.29704,0.397922,0.102002,0.00108438,0.0020607,39,7.8,0.627351,0,0
14084,0.0298946,0.175871,0.038926,0.0859352,0,0,0,38.6429,3.27154,0.0538428,0.2054,0,0,263,52.6,0.603513,0,0
14085,0.0111851,0.0181412,0,0.0057587,0,0.0119974,0,25.346,1.05433,0.127916,0.0251522,0.00953171,0.0155538,170,34,0.0877735,0,0
14086,0.301165,0.135404,0,0,0.00198651,0,0.0142143,29.5854,2.90262,0.704708,0.135872,0.00437745,0.0351273,576,115.2,0.928746,0,0
14087,0.0356286,0.102126,0.0155651,0.00250805,0.040991,0.286086,0.0238425,45.5444,2.1439,2.08025,0.00320966,0.00435914,0.0923847,322,64.4,-0.315667,0,0
14088,0.216233,0.379741,0.00162471,0.168652,0.0413154,0.0110665,0.00696082,20.7455,1.85316,0.0245332,0.00160116,0,0.00023345,288,57.6,0.1429,0,0
14089,0.249695,5.83169,0.00601426,0,0.00326796,0.00944281,0.000544038,26.6383,1.79059,1.08972,0.0116129,0.297444,0.0011806,683,136.6,-0.216375,0,0
14090,0.106676,0.0211356,0.0148183,0.198447,0,0.0447479,0.085064,33.5698,1.79601,0.782348,0.0277576,0,0.0167156,145,29,-0.277208,0,0
14091,0.0151358,0.196602,0.0470146,0.26687,0.0131857,0.180081,0.000255349,44.8671,1.66492,1.07363,0.015141,0,0.000211191,295,59,0.208605,0,0
14092,0.0500965,0.0130192,0.0378119,0,0,0.132808,0.0616484,26.0323,1.33917,0.392957,0.0242877,0,0.047185,245,49,0.110658,0,0
14093,0.330745,3.0588,0.0301632,0.0456157,0.00318502,0.0262437,0.0874463,16.1675,1.60414,0.606662,0.00608298,0.00460484,0.00237607,224,44.8,0.110437,2,1
14094,0.156988,1.41661,0,0,0.00160893,0.00660743,0,28.0766,1.30903,1.32057,0.00416481,0.00566631,0.00303401,372,74.4,0.134445,0,0
14095,0.213802,1.62593,0,0.0787463,0,0.0139155,0.0443437,17.862,0.93063,0.592182,0.0211365,0,0.0023277,420,84,2.97632,0,0
14096,0.137116,1.99691,0,0.00553363,0.117862,0.062576,0,26.7216,0.935048,1.01703,0.0952407,0.118116,0.000817256,247,49.4,-0.0641403,0,0
14097,0.0166262,2.54813,0.0118648,0.461782,0.00647589,0.0163626,0.0379253,28.4972,1.25912,0.160576,0.00214364,0.00487858,0.0498185,507,101.4,1.77925,0,0
14098,0.0601028,0.375724,0.00374618,0.00706641,0,0.00155931,0,46.1452,2.23855,0.288708,0.0126674,0,0,160,32,0.0785332,0,0
14099,0.246937,0.968586,0.0202962,0.0275261,0.011185,0.00946002,0,28.4973,1.28644,1.28074,0.00664836,0.0031074,0.00803812,348,69.6,0.0555915,0,0
14100,0.0374592,0.40241,0.0025116,0,0.0116765,0.297172,0.000637485,31.9784,1.01727,1.31235,0.0718775,0.217666,0,579,115.8,0.0871588,0,0
14101,0.603914,0.561649,0,0.0358876,0,0,0.000140143,38.1252,3.19748,0.382088,0.480189,0.00127558,0.0356459,1502,300.4,0.858207,0,0
14102,0.475342,0.028261,0.0354075,0,0,0.00142596,0.00406899,34.7737,2.16981,1.70588,0.0331812,0.00394507,0,115,23,-1.69028,0,0
14103,0.0219878,7.62412,0.0117711,0.0024302,0.00110103,0.0811975,0,39.1523,1.22981,1.04469,0.12742,0.18174,0,686,137.2,0.90353,0,0
14104,0.397535,0.0389228,0,0,0.0286315,0.0440802,0.0163423,20.119,1.0129,0.40063,0.275881,0.00112275,0.000841381,214,42.8,-0.504014,0,0
14105,0.680242,0.0106147,0,0.310733,0.0973786,0.0682441,0.000100562,29.9339,0.632183,0.571624,0.00696536,0.00105276,0.0260214,184,36.8,0.148041,0,0
14106,0.0361157,0.0101735,0.112233,0,0.00694595,0.0848522,0.000333439,35.3053,1.97812,1.40041,0.0602281,0.00666655,0.0818548,158,31.6,-0.789227,0,0
14107,0.0232415,0.0765075,0.00916677,0,0.00796937,0.0702007,0.0239661,44.7354,1.12054,1.39543,0.00465115,0.0137907,0,436,87.2,-0.981181,0,0
14108,0.0275448,0.0152297,0.00291963,0.0831644,0.00877737,0,0,28.9115,2.28143,1.25431,0.0188231,0,0.000187254,460,92,-0.507099,0,0
14109,0.0974792,0.0305254,0.0030549,0.00394774,0,0.0729074,0.00285269,34.5206,2.49754,0.0703605,0.0232597,0.0200432,0,728,145.6,0.446555,0,0
14110,0.114425,7.22497,0,0.226173,0,0.0198278,0.000251429,42.9229,3.30294,0.189155,0.00480052,0.657974,0,994,198.8,0.409365,0,0
14111,0.0360525,2.80669,0.0177315,0.0068792,0,0.00923234,0.000491455,26.0815,1.97386,0.348333,0.0422212,0.102323,0.000307834,682,136.4,0.477847,0,0
14112,0.0525732,0.0482627,0.00207342,0.0620455,0,0.0892883,0.00118318,40.7309,0.758468,1.7589,0.0091209,0.00152883,0.000176995,80,16,-0.769358,0,0
14113,0.0109689,0.301039,0.245682,0,0.0521947,0.0393788,0,32.7323,1.99032,1.3793,0.0615966,0.0543476,0.000262634,111,22.2,-1.06162,0,0
14114,0.783318,1.26085,0.187783,0.00767571,0.0010843,0.00584356,0.00858852,28.0647,2.26996,0.801886,0.812705,0.234139,0,167,33.4,-2.41976,0,0
14115,0.0493156,0.225778,0,0.00146095,0.00703269,0.0538334,0,45.2169,2.92885,1.5116,0.457808,0.00687713,0.0804698,119,23.8,-1.30574,0,0
14116,0.209872,0.0200374,0,0,0.00178927,0.0685963,0.00363829,22.8434,0.89336,0.730023,0.0737171,0.0262977,0.00719519,664,132.8,0.29087,0,0
